5.693070e-01,-1.676449e+02,3.240761e+10,1.311053e+10,1.023543e+09,5.425511e+00,-6.518251e+00
-2.408259e+01,-2.352762e+01,4.926450e+10,-8.053488e+09,1.375059e+10,-4.845372e+00,2.077065e+00
7.977635e+01,-6.756228e+01,1.742607e+09,-5.350070e+07,5.243662e+08,3.036597e+00,2.534118e+00
-4.778479e+01,-8.494839e+00,4.010895e+10,1.136469e+10,1.222848e+10,-8.275404e-02,4.401896e+00
3.832927e+01,1.144534e+01,3.304392e+10,-1.596107e+10,-1.898701e+10,-2.866604e+00,-6.060436e+00
3.289468e+02,8.222985e+01,3.418073e+09,3.418928e+09,3.566297e+09,2.474262e+01,1.604898e+01
-8.378760e+01,-7.180629e+01,1.281777e+09,3.134298e+08,1.202652e+08,-2.833733e+00,-3.249990e+00
2.235213e+01,2.404048e+01,1.925260e+10,-3.315315e+09,-3.436887e+09,3.412585e+00,2.199525e+00
1.261715e+02,1.904379e+02,4.306619e+10,8.189740e+10,5.750122e+10,2.129432e+01,2.168251e+01
-3.022744e+01,-4.279013e+00,4.747307e+10,-1.374048e+10,-8.624646e+09,-3.546672e+00,3.218441e-01
-1.343454e+02,5.664497e+01,1.873684e+10,-2.953091e+10,1.609795e+10,-2.379960e+01,1.173144e+01
-1.834774e+01,-3.027157e+01,1.095004e+10,-3.759129e+08,5.305924e+09,-1.682254e+00,4.300118e+00
-3.456983e+00,2.262019e+01,4.109012e+10,-1.983498e+08,1.240135e+10,-1.256151e+00,6.208483e+00
6.645716e+01,2.007110e+01,4.250618e+10,-6.513971e+09,4.357289e+10,1.253446e+00,1.248361e+01
-1.200211e+01,1.312557e+01,7.145909e+09,2.741757e+09,1.154178e+09,1.846870e+00,2.700394e+00
4.430312e+00,-1.463714e+02,4.177221e+10,3.690755e+10,-6.711893e+10,8.050982e+00,-2.493005e+01
-1.006064e+02,1.403034e+01,1.803491e+10,5.745601e+09,-1.144527e+09,7.740921e-02,-1.074342e+00
-9.737020e+01,-1.335497e+02,4.415571e+10,5.719294e+09,-8.428459e+08,-2.948887e+00,-5.170319e+00
5.933975e+01,-1.650640e+02,2.444533e+10,-6.451794e+09,-2.127238e+10,-6.162325e-01,-1.722646e+01
-5.026595e+01,-1.656963e+01,1.078066e+10,8.592582e+09,-4.934667e+06,3.872338e+00,-3.969331e+00
-8.216721e+01,4.008318e+01,4.768365e+10,-3.654568e+10,-7.183500e+09,-1.074953e+01,-1.291262e+00
1.092207e+01,9.785472e+00,3.711509e+10,-1.766902e+10,-1.791430e+10,-2.868978e+00,-3.394408e+00
-3.318969e+01,-3.372168e+01,5.439924e+09,3.806442e+09,1.764062e+09,5.824104e+00,-1.831786e+00
3.987993e+02,1.812088e+02,2.993866e+10,1.939702e+11,8.329946e+10,7.508065e+01,3.223465e+01
2.535902e+01,-6.266846e+01,2.295907e+10,2.369164e+10,-1.456011e+10,1.160167e+01,-1.212149e+01
2.562315e+01,1.051494e+02,4.903409e+10,2.346027e+09,-1.608569e+10,4.541084e+00,2.945547e-01
5.616887e+01,-5.819615e+01,4.091617e+10,6.758538e+09,1.025520e+09,6.777551e+00,-2.146225e+00
-6.659165e+01,1.485416e+02,3.218787e+10,1.213235e+10,1.540587e+10,1.046230e+00,1.502547e+01
-1.662958e+02,-9.911267e+01,4.700919e+10,-9.818516e+10,-7.367330e+10,-2.956983e+01,-2.100184e+01
-2.697094e+02,-2.267318e+02,1.620533e+09,-3.332411e+09,-2.001029e+09,-3.459458e+01,-2.300917e+01
-2.881143e+01,-6.750162e+01,1.543168e+10,-2.958843e+09,4.582341e+09,-3.306333e+00,7.304642e-01
1.045477e+01,7.689316e+01,1.753899e+10,-5.781075e+09,1.803440e+10,-4.081013e+00,1.544358e+01
-2.884942e+02,-2.536219e+02,4.311350e+10,-2.207989e+11,-1.577701e+11,-5.723939e+01,-4.654325e+01
-7.364711e+01,5.348740e+01,3.177282e+10,-4.632011e+09,5.514559e+09,-3.115893e+00,8.334610e+00
2.904645e+01,1.022017e+02,3.038270e+10,-1.488272e+10,-1.052484e+09,-9.707840e-01,6.090752e+00
-3.990528e+01,-9.534678e+01,3.243355e+10,4.217325e+09,1.188356e+10,-1.237360e+00,5.811042e-01
-1.679821e+02,-2.406848e+02,2.251503e+10,-2.481581e+10,-1.649387e+10,-2.131080e+01,-1.956365e+01
5.956070e+02,1.507521e+02,4.052248e+10,3.060225e+11,1.318482e+11,9.944807e+01,3.233152e+01
7.906115e+01,8.207389e+01,1.385998e+10,-2.703272e+09,-2.760764e+09,5.878423e-02,1.418690e+00
-5.507271e+01,5.390677e+01,2.745140e+09,-1.435581e+09,-8.083303e+08,-7.414493e+00,-1.808442e+00
5.610262e+01,-7.674513e+01,2.422407e+10,-1.232819e+10,9.152462e+08,-3.831598e+00,-4.432189e+00
6.294297e+01,-4.296261e+01,2.644429e+09,6.876108e+08,2.919277e+08,4.668654e+00,-1.471073e+00
1.723806e+00,1.211799e+02,4.390851e+10,1.968735e+10,1.155222e+10,3.997926e+00,8.596864e+00
-6.846608e+01,3.080042e+01,1.568804e+10,8.886232e+09,-3.877065e+08,5.112728e-01,2.010088e+00
8.866666e+01,3.252817e+01,1.585589e+10,-6.875883e+07,5.885496e+09,6.172507e+00,5.024509e+00
1.233532e+02,2.340174e+02,4.471877e+10,1.955818e+10,3.109607e+10,1.004783e+01,2.027073e+01
7.784537e+01,4.307847e+01,3.670309e+10,5.415377e+09,2.198725e+10,7.582454e+00,7.068365e+00
1.190527e+00,1.269975e+02,2.097232e+10,-5.242365e+09,1.605506e+10,-3.139675e+00,1.314147e+01
-7.942335e+01,-6.807009e+01,1.955321e+10,-6.052595e+09,6.712468e+09,-6.810515e+00,7.328976e-02
-6.522685e+00,-2.468957e+02,2.444227e+10,-1.529790e+10,-3.556202e+10,-8.085393e+00,-2.580129e+01
-3.702246e+01,1.272107e+02,2.625813e+10,-1.921797e+10,1.141797e+09,-9.071782e+00,7.832416e+00
-1.056523e+02,4.846548e+01,4.650563e+10,-2.093033e+10,-1.736127e+10,-1.045235e+01,-5.108991e-01
-9.314079e+01,-1.219612e+02,2.093570e+09,-8.755249e+08,4.536160e+08,-8.662199e+00,-2.142711e+00
7.999951e+01,-6.282880e+01,1.905728e+10,-6.420420e+09,-2.810845e+09,-1.092748e+00,-6.575860e+00
-2.791535e+02,-5.470146e+00,3.717765e+10,-7.238615e+10,6.502478e+09,-3.371866e+01,-1.077791e+00
6.409427e+01,-8.899965e+01,4.896542e+10,-1.730864e+10,1.182974e+10,-2.316222e+00,-1.626855e+00
7.076106e+01,-5.403573e+01,4.320048e+10,1.864193e+09,-3.352588e+09,3.663382e+00,-5.265023e+00
3.962513e+01,2.187580e+01,5.642872e+09,1.994673e+09,4.341548e+08,5.600060e+00,4.084005e+00
1.248548e+02,-5.661850e+01,2.704398e+10,4.557636e+09,-7.194083e+09,7.952029e+00,-4.902712e+00
5.545327e+01,-5.622266e+00,4.454176e+10,5.865670e+10,-3.512691e+09,1.463962e+01,-2.263813e+00
