-2.578484e+03,-4.886916e+03,1.915699e+06,4.545720e-04,1.317453e-04,-8.534730e-01,-4.322310e+00
4.907861e+03,-1.803728e+02,3.826694e+06,-5.948423e-04,-2.187893e-04,-4.681662e+00,-4.690645e+00
4.325343e+03,3.895463e+03,2.956654e+06,-2.395573e-04,-3.711188e-04,-2.122130e-01,3.333543e+00
-3.126715e+03,2.349307e+03,5.752709e+05,2.445839e-05,-5.083087e-05,1.986586e+00,-1.443959e+00
1.371249e+03,4.075980e+03,1.470007e+06,1.427561e-04,-1.529251e-04,-2.350284e+00,-1.225060e+00
3.918463e+02,-4.890057e+03,4.997331e+06,2.131076e-04,5.484022e-04,-4.870981e+00,3.424973e+00
3.548540e+03,-3.450524e+02,2.680412e+05,1.565953e-04,-6.489055e-06,4.767476e+00,-3.032453e+00
3.581199e+03,-3.533573e+03,4.003316e+06,-5.090536e-04,3.056504e-04,2.293976e+00,4.857906e+00
-3.142393e+03,-4.859378e+00,2.349315e+06,2.095042e-04,6.944666e-06,4.709913e+00,-4.922970e-01
-4.033048e+03,4.717150e+03,1.951180e+06,1.424596e-04,-1.925895e-04,1.806704e+00,-4.733307e+00
